Alternating,Fibered,Crossing Number,Unknotting Number,Genus-3D,Crosscap Number,Bridge Index,Braid Index,Braid Length,Signature,Nakanishi Index,Arc Index,Tunnel Number,Morse-Novikov Number,Genus-4D,Genus-4D (Top.),Concordance Genus,Determinant,Rasmussen s,Ozsvath-Szabo tau,Volume,Arf Invariant,Turaev Genus,Small or Large,Positive Braid,Positive,SQ-Positive,Q-Positive,Width,L-space,Epsilon,Quasialternating,Almost Alternating,Double Slice Genus
1.0,0.0,10.0,2.0,3.0,4.0,3.0,4.0,11.0,0.0,2.0,12.0,2.0,2.0,1.0,1.0,3.0,105.0,0.0,0.0,16.41082316,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1.0,0.0,2.0
1.0,1.0,10.0,2.0,4.0,5.0,3.0,3.0,10.0,0.0,2.0,12.0,2.0,0.0,0.0,0.0,0.0,121.0,0.0,0.0,17.08570948,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,10.0,4.0,4.0,2.0,3.0,3.0,10.0,-8.0,1.0,8.0,1.0,0.0,4.0,4.0,4.0,1.0,8.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,18.0,1.0,1.0,0.0,1.0,8.0
0.0,1.0,10.0,2.0,3.0,2.0,3.0,3.0,10.0,2.0,1.0,10.0,1.0,0.0,1.0,1.0,3.0,11.0,-2.0,-1.0,4.611961375,1.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,-1.0,1.0,1.0,2.0
0.0,1.0,10.0,2.0,3.0,2.0,3.0,3.0,10.0,2.0,1.0,10.0,1.0,0.0,1.0,1.0,3.0,19.0,-2.0,-1.0,6.904256124,1.0,1.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,-1.0,1.0,1.0,2.0
0.0,1.0,10.0,2.0,3.0,3.0,3.0,3.0,10.0,-4.0,1.0,10.0,1.0,0.0,2.0,2.0,3.0,29.0,4.0,2.0,8.89681676,1.0,1.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,1.0,1.0,1.0,4.0
0.0,0.0,10.0,3.0,3.0,3.0,3.0,4.0,11.0,-6.0,1.0,9.0,1.0,2.0,3.0,3.0,3.0,11.0,6.0,3.0,5.860539302,1.0,1.0,0.0,0.0,1.0,1.0,1.0,18.0,0.0,1.0,0.0,1.0,6.0
0.0,0.0,10.0,1.0,2.0,3.0,3.0,4.0,11.0,0.0,1.0,10.0,1.0,2.0,0.0,0.0,0.0,25.0,0.0,0.0,8.901516637,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1.0,1.0,1.0
0.0,0.0,10.0,2.0,2.0,3.0,3.0,4.0,11.0,0.0,1.0,10.0,1.0,2.0,1.0,1.0,2.0,17.0,0.0,0.0,6.77819889,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1.0,1.0,2.0
0.0,0.0,10.0,1.0,2.0,3.0,3.0,4.0,11.0,-2.0,1.0,10.0,1.0,2.0,1.0,1.0,2.0,31.0,2.0,1.0,9.465021657,0.0,1.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,1.0,1.0,1.0,2.0
0.0,1.0,10.0,1.0,2.0,3.0,3.0,4.0,11.0,0.0,1.0,9.0,1.0,0.0,1.0,1.0,2.0,5.0,-2.0,-1.0,4.056860224,1.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,-1.0,0.0,1.0,2.0
0.0,1.0,10.0,1.0,2.0,3.0,3.0,4.0,11.0,-2.0,1.0,10.0,1.0,0.0,1.0,1.0,2.0,19.0,2.0,1.0,7.798300232,1.0,1.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,1.0,1.0,1.0,2.0
0.0,0.0,10.0,3.0,3.0,3.0,3.0,4.0,11.0,-6.0,1.0,10.0,1.0,2.0,3.0,3.0,3.0,23.0,6.0,3.0,8.392922508,0.0,1.0,0.0,0.0,1.0,1.0,1.0,18.0,0.0,1.0,1.0,1.0,6.0
0.0,0.0,10.0,2.0,2.0,4.0,3.0,4.0,11.0,0.0,1.0,10.0,1.0,2.0,1.0,1.0,2.0,37.0,0.0,0.0,10.68717497,1.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1.0,1.0,2.0
0.0,1.0,10.0,1.0,2.0,4.0,3.0,4.0,10.0,2.0,1.0,9.0,1.0,0.0,1.0,1.0,2.0,15.0,0.0,0.0,7.746274546,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,1.0,2.0
0.0,1.0,10.0,1.0,2.0,4.0,3.0,5.0,10.0,0.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,9.250556263,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1.0,1.0,1.0
0.0,1.0,10.0,2.0,3.0,4.0,3.0,5.0,10.0,-2.0,1.0,10.0,1.0,0.0,1.0,1.0,3.0,35.0,2.0,1.0,10.46724624,1.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,1.0,1.0,2.0
0.0,1.0,10.0,4.0,4.0,2.0,3.0,3.0,10.0,-6.0,1.0,9.0,1.0,0.0,4.0,3.0,4.0,3.0,8.0,4.0,4.851170757,1.0,1.0,0.0,1.0,1.0,1.0,1.0,18.0,0.0,1.0,0.0,1.0,8.0
0.0,1.0,10.0,2.0,2.0,2.0,3.0,4.0,11.0,0.0,2.0,9.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,5.212566822,0.0,1.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,0.0,0.0,1.0,1.0
0.0,1.0,10.0,1.0,3.0,3.0,3.0,3.0,10.0,0.0,1.0,10.0,2.0,0.0,1.0,1.0,3.0,21.0,0.0,0.0,7.936474229,1.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1.0,1.0,2.0
0.0,0.0,10.0,3.0,3.0,2.0,3.0,4.0,11.0,-6.0,2.0,9.0,2.0,2.0,3.0,3.0,3.0,15.0,6.0,3.0,6.770816781,0.0,1.0,0.0,0.0,1.0,1.0,1.0,18.0,0.0,1.0,1.0,1.0,6.0
0.0,1.0,10.0,1.0,3.0,3.0,3.0,3.0,10.0,2.0,1.0,10.0,2.0,0.0,1.0,1.0,1.0,27.0,-2.0,-1.0,9.07089927,1.0,1.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,-1.0,1.0,1.0,2.0
0.0,0.0,10.0,2.0,2.0,4.0,3.0,4.0,11.0,-2.0,2.0,10.0,2.0,2.0,1.0,1.0,2.0,39.0,2.0,1.0,10.79659498,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,1.0,1.0,2.0
0.0,1.0,10.0,2.0,2.0,2.0,3.0,4.0,11.0,2.0,1.0,9.0,1.0,0.0,2.0,1.0,2.0,3.0,-4.0,-2.0,5.044899163,1.0,1.0,0.0,0.0,0.0,1.0,1.0,18.0,0.0,-1.0,0.0,1.0,4.0
0.0,0.0,10.0,1.0,2.0,4.0,3.0,4.0,11.0,0.0,1.0,10.0,2.0,2.0,1.0,1.0,2.0,33.0,0.0,0.0,10.56101675,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1.0,1.0,2.0
0.0,0.0,10.0,1.0,2.0,3.0,3.0,4.0,11.0,-2.0,1.0,10.0,2.0,2.0,1.0,1.0,1.0,27.0,2.0,1.0,9.417590916,1.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,1.0,1.0,2.0
0.0,1.0,10.0,2.0,3.0,3.0,3.0,3.0,10.0,2.0,1.0,10.0,2.0,0.0,1.0,1.0,3.0,31.0,-2.0,-1.0,10.26024344,0.0,1.0,1.0,0.0,0.0,0.0,1.0,18.0,0.0,-1.0,1.0,1.0,2.0
0.0,1.0,10.0,2.0,3.0,4.0,3.0,3.0,10.0,-4.0,1.0,10.0,2.0,0.0,2.0,2.0,3.0,41.0,4.0,2.0,11.44272678,0.0,1.0,1.0,0.0,0.0,0.0,1.0,18.0,0.0,1.0,1.0,1.0,4.0
0.0,1.0,10.0,2.0,3.0,3.0,3.0,4.0,11.0,-4.0,1.0,10.0,2.0,0.0,2.0,2.0,3.0,29.0,4.0,2.0,10.08136286,1.0,1.0,1.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,1.0,1.0,4.0
0.0,1.0,10.0,2.0,3.0,4.0,3.0,4.0,11.0,2.0,1.0,10.0,2.0,0.0,1.0,1.0,3.0,43.0,-2.0,-1.0,11.84304475,1.0,1.0,1.0,0.0,0.0,0.0,0.0,18.0,0.0,-1.0,1.0,1.0,2.0
0.0,1.0,10.0,4.0,4.0,3.0,3.0,3.0,10.0,-6.0,1.0,10.0,2.0,0.0,4.0,3.0,4.0,11.0,8.0,4.0,8.536065347,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.0,0.0,1.0,0.0,1.0,8.0
0.0,1.0,10.0,2.0,3.0,3.0,3.0,4.0,11.0,0.0,1.0,10.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.374343889,0.0,1.0,1.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,1.0,1.0
0.0,1.0,10.0,3.0,3.0,3.0,3.0,4.0,11.0,-4.0,1.0,10.0,2.0,0.0,3.0,2.0,3.0,13.0,6.0,3.0,9.249887444,1.0,1.0,1.0,0.0,1.0,1.0,1.0,18.0,0.0,1.0,0.0,1.0,6.0
0.0,1.0,10.0,2.0,3.0,3.0,3.0,3.0,10.0,0.0,2.0,10.0,2.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,9.250541613,0.0,1.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,0.0,1.0,1.0,0.0
0.0,1.0,10.0,1.0,3.0,4.0,3.0,4.0,11.0,2.0,1.0,10.0,2.0,0.0,1.0,1.0,3.0,35.0,-2.0,-1.0,11.16339064,1.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,-1.0,1.0,1.0,2.0
0.0,1.0,10.0,2.0,3.0,4.0,3.0,3.0,10.0,4.0,2.0,10.0,2.0,0.0,2.0,2.0,3.0,49.0,-4.0,-2.0,12.66533329,0.0,1.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,-1.0,1.0,1.0,4.0
0.0,1.0,10.0,2.0,3.0,4.0,3.0,4.0,11.0,0.0,1.0,10.0,2.0,0.0,1.0,1.0,3.0,45.0,0.0,0.0,12.27123636,1.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1.0,1.0,2.0
0.0,1.0,10.0,1.0,3.0,4.0,3.0,3.0,10.0,-2.0,1.0,10.0,2.0,0.0,1.0,1.0,3.0,39.0,2.0,1.0,11.74064104,0.0,1.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,1.0,1.0,1.0,2.0
0.0,1.0,10.0,2.0,3.0,3.0,3.0,4.0,11.0,-4.0,2.0,9.0,2.0,0.0,2.0,2.0,3.0,21.0,4.0,2.0,9.203916606,1.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,1.0,1.0,4.0
0.0,1.0,10.0,3.0,3.0,2.0,3.0,3.0,10.0,-4.0,1.0,9.0,1.0,0.0,3.0,2.0,3.0,5.0,6.0,3.0,5.638772949,1.0,1.0,0.0,0.0,1.0,1.0,1.0,18.0,0.0,1.0,0.0,1.0,6.0
0.0,0.0,10.0,2.0,2.0,3.0,3.0,4.0,11.0,2.0,1.0,10.0,2.0,2.0,1.0,1.0,2.0,35.0,-2.0,-1.0,10.69336055,1.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,-1.0,1.0,1.0,2.0
0.0,1.0,10.0,2.0,3.0,4.0,3.0,4.0,11.0,-2.0,1.0,10.0,2.0,0.0,1.0,1.0,3.0,51.0,2.0,1.0,13.29000307,1.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,1.0,1.0,2.0
0.0,0.0,10.0,1.0,2.0,4.0,3.0,4.0,11.0,0.0,1.0,10.0,2.0,2.0,1.0,1.0,2.0,45.0,0.0,0.0,12.50668793,1.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1.0,1.0,2.0
0.0,0.0,10.0,2.0,2.0,4.0,3.0,4.0,11.0,2.0,1.0,10.0,2.0,2.0,1.0,1.0,2.0,39.0,-2.0,-1.0,11.60308465,0.0,1.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,-1.0,1.0,1.0,2.0
1.0,1.0,11.0,2.0,4.0,5.0,3.0,4.0,11.0,2.0,1.0,13.0,2.0,0.0,1.0,1.0,4.0,115.0,-2.0,-1.0,15.55002981,1.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,0.0,-1.0,1.0,0.0,2.0
1.0,1.0,11.0,2.0,3.0,5.0,3.0,6.0,13.0,0.0,1.0,13.0,1.0,0.0,1.0,1.0,1.0,125.0,0.0,0.0,15.5012281,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1.0,0.0,2.0
1.0,1.0,11.0,2.0,4.0,4.0,3.0,4.0,11.0,2.0,1.0,13.0,1.0,0.0,1.0,1.0,4.0,95.0,-2.0,-1.0,13.53376086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,-1.0,1.0,0.0,2.0
1.0,1.0,11.0,2.0,4.0,3.0,3.0,4.0,11.0,-4.0,1.0,13.0,1.0,0.0,2.0,2.0,4.0,65.0,4.0,2.0,11.38498508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,1.0,0.0,4.0
1.0,0.0,11.0,2.0,2.0,4.0,2.0,6.0,13.0,0.0,1.0,13.0,1.0,2.0,1.0,1.0,2.0,61.0,0.0,0.0,10.73542336,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,2.0
1.0,1.0,11.0,2.0,4.0,4.0,3.0,4.0,11.0,2.0,1.0,13.0,2.0,0.0,1.0,1.0,4.0,107.0,-2.0,-1.0,15.12880966,1.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,0.0,-1.0,1.0,0.0,2.0
1.0,1.0,11.0,2.0,3.0,5.0,3.0,6.0,13.0,-2.0,1.0,13.0,2.0,0.0,1.0,1.0,3.0,123.0,2.0,1.0,16.10127641,1.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,1.0,0.0,2.0
1.0,1.0,11.0,2.0,4.0,5.0,3.0,4.0,11.0,-2.0,1.0,13.0,2.0,0.0,1.0,1.0,4.0,155.0,2.0,1.0,17.7862654,1.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,1.0,0.0,2.0
1.0,1.0,11.0,2.0,4.0,4.0,3.0,4.0,11.0,-4.0,1.0,13.0,2.0,0.0,2.0,2.0,4.0,101.0,4.0,2.0,14.65327282,1.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,1.0,0.0,4.0
1.0,1.0,11.0,2.0,4.0,5.0,3.0,4.0,13.0,0.0,1.0,13.0,2.0,0.0,1.0,1.0,4.0,157.0,0.0,0.0,17.90055815,1.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1.0,0.0,2.0
1.0,1.0,11.0,2.0,4.0,5.0,3.0,4.0,13.0,-2.0,1.0,13.0,2.0,0.0,1.0,1.0,4.0,155.0,2.0,1.0,17.7862654,1.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,1.0,0.0,2.0
1.0,1.0,11.0,2.0,4.0,5.0,3.0,4.0,11.0,0.0,1.0,13.0,2.0,0.0,1.0,1.0,4.0,157.0,0.0,0.0,17.90055815,1.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1.0,0.0,2.0
1.0,1.0,11.0,2.0,4.0,5.0,3.0,4.0,11.0,0.0,1.0,13.0,2.0,0.0,0.0,0.0,0.0,121.0,0.0,0.0,15.87993778,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1.0,0.0,1.0
1.0,1.0,11.0,2.0,4.0,4.0,3.0,4.0,11.0,2.0,1.0,13.0,1.0,0.0,1.0,1.0,4.0,95.0,-2.0,-1.0,13.89456201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,-1.0,1.0,0.0,2.0
1.0,1.0,11.0,1.0,4.0,5.0,3.0,4.0,11.0,-2.0,1.0,13.0,1.0,0.0,1.0,1.0,4.0,119.0,2.0,1.0,14.97415127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,1.0,0.0,2.0
1.0,1.0,11.0,1.0,4.0,5.0,3.0,4.0,11.0,0.0,1.0,13.0,1.0,0.0,0.0,0.0,0.0,121.0,0.0,0.0,15.37168034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1.0,0.0,1.0
1.0,1.0,11.0,2.0,4.0,4.0,3.0,4.0,11.0,-4.0,1.0,13.0,1.0,0.0,2.0,2.0,4.0,89.0,4.0,2.0,12.88667599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,1.0,0.0,4.0
1.0,1.0,11.0,2.0,3.0,5.0,3.0,6.0,13.0,-2.0,1.0,13.0,1.0,0.0,1.0,1.0,3.0,107.0,2.0,1.0,14.53360088,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,1.0,0.0,2.0
1.0,1.0,11.0,2.0,4.0,5.0,4.0,4.0,13.0,0.0,2.0,13.0,2.0,0.0,1.0,1.0,2.0,117.0,0.0,0.0,15.59771415,1.0,0.0,1.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,1.0,0.0,2.0
1.0,1.0,11.0,2.0,4.0,5.0,4.0,4.0,11.0,0.0,2.0,13.0,2.0,0.0,1.0,1.0,2.0,117.0,0.0,0.0,15.59771415,1.0,0.0,1.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,1.0,0.0,2.0
1.0,1.0,11.0,2.0,3.0,5.0,3.0,6.0,11.0,2.0,1.0,13.0,1.0,0.0,1.0,1.0,3.0,115.0,-2.0,-1.0,15.115873,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,-1.0,1.0,0.0,2.0
1.0,1.0,11.0,2.0,4.0,4.0,3.0,4.0,11.0,2.0,1.0,13.0,1.0,0.0,1.0,1.0,4.0,71.0,-2.0,-1.0,11.68461417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,-1.0,1.0,0.0,2.0
1.0,1.0,11.0,2.0,4.0,4.0,4.0,4.0,13.0,2.0,2.0,13.0,2.0,0.0,1.0,1.0,2.0,99.0,-2.0,-1.0,14.73540122,1.0,0.0,1.0,0.0,0.0,0.0,0.0,28.0,0.0,-1.0,1.0,0.0,2.0
1.0,0.0,11.0,2.0,2.0,3.0,2.0,6.0,13.0,-2.0,1.0,13.0,1.0,2.0,1.0,1.0,2.0,43.0,2.0,1.0,8.567161376,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,1.0,0.0,2.0
1.0,1.0,11.0,3.0,4.0,3.0,3.0,4.0,11.0,6.0,1.0,13.0,1.0,0.0,3.0,3.0,4.0,55.0,-6.0,-3.0,10.63862125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,-1.0,1.0,0.0,6.0
1.0,0.0,11.0,2.0,2.0,4.0,2.0,6.0,13.0,2.0,1.0,13.0,1.0,2.0,1.0,1.0,2.0,59.0,-2.0,-1.0,10.68650031,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,-1.0,1.0,0.0,2.0
1.0,1.0,11.0,2.0,4.0,5.0,3.0,4.0,11.0,2.0,1.0,13.0,2.0,0.0,1.0,1.0,4.0,119.0,-2.0,-1.0,15.80105917,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,0.0,-1.0,1.0,0.0,2.0
1.0,1.0,11.0,2.0,4.0,4.0,3.0,4.0,11.0,-2.0,1.0,13.0,2.0,0.0,1.0,1.0,4.0,103.0,2.0,1.0,14.70025774,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,1.0,0.0,2.0
1.0,1.0,11.0,1.0,4.0,5.0,3.0,4.0,11.0,-2.0,1.0,13.0,2.0,0.0,1.0,1.0,4.0,159.0,2.0,1.0,17.38730938,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,1.0,0.0,2.0
1.0,1.0,11.0,1.0,4.0,5.0,3.0,4.0,11.0,0.0,1.0,13.0,2.0,0.0,1.0,1.0,4.0,177.0,0.0,0.0,18.41840859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1.0,0.0,2.0
1.0,1.0,11.0,2.0,4.0,3.0,3.0,4.0,11.0,-4.0,1.0,13.0,1.0,0.0,2.0,2.0,4.0,73.0,4.0,2.0,12.30515844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,1.0,0.0,4.0
1.0,0.0,11.0,2.0,3.0,4.0,2.0,5.0,12.0,-2.0,1.0,13.0,1.0,2.0,1.0,1.0,3.0,83.0,2.0,1.0,12.6919565,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,1.0,0.0,2.0
1.0,1.0,11.0,2.0,4.0,5.0,3.0,4.0,11.0,0.0,1.0,13.0,2.0,0.0,1.0,1.0,4.0,145.0,0.0,0.0,16.9805132,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1.0,0.0,2.0
1.0,0.0,11.0,1.0,3.0,5.0,2.0,5.0,12.0,2.0,1.0,13.0,1.0,2.0,1.0,1.0,3.0,131.0,-2.0,-1.0,15.25732859,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,-1.0,1.0,0.0,2.0
1.0,1.0,11.0,2.0,4.0,5.0,3.0,4.0,11.0,2.0,1.0,13.0,2.0,0.0,1.0,1.0,4.0,143.0,-2.0,-1.0,16.87140207,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,0.0,-1.0,1.0,0.0,2.0
1.0,1.0,11.0,1.0,4.0,5.0,3.0,4.0,11.0,0.0,1.0,13.0,2.0,0.0,1.0,1.0,4.0,137.0,0.0,0.0,16.51612416,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1.0,0.0,2.0
1.0,1.0,11.0,2.0,4.0,4.0,3.0,4.0,11.0,-2.0,1.0,13.0,2.0,0.0,1.0,1.0,4.0,127.0,2.0,1.0,16.05096733,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,1.0,0.0,2.0
1.0,1.0,11.0,1.0,4.0,4.0,3.0,4.0,11.0,2.0,1.0,13.0,1.0,0.0,1.0,1.0,4.0,95.0,-2.0,-1.0,13.88825994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,-1.0,1.0,0.0,2.0
1.0,0.0,11.0,2.0,3.0,5.0,2.0,5.0,12.0,0.0,1.0,13.0,1.0,2.0,1.0,1.0,3.0,101.0,0.0,0.0,13.86957044,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,2.0
1.0,0.0,11.0,2.0,3.0,5.0,2.0,5.0,12.0,-2.0,1.0,13.0,1.0,2.0,1.0,1.0,3.0,107.0,2.0,1.0,14.05511415,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,1.0,0.0,2.0
1.0,1.0,11.0,1.0,4.0,4.0,3.0,4.0,11.0,-2.0,1.0,13.0,2.0,0.0,1.0,1.0,4.0,91.0,2.0,1.0,13.55736049,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,1.0,0.0,2.0
1.0,1.0,11.0,1.0,4.0,4.0,3.0,4.0,11.0,0.0,1.0,13.0,2.0,0.0,1.0,1.0,4.0,101.0,0.0,0.0,14.14441036,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1.0,0.0,2.0
1.0,0.0,11.0,2.0,3.0,5.0,2.0,5.0,12.0,-2.0,1.0,13.0,1.0,2.0,1.0,1.0,3.0,119.0,2.0,1.0,14.72808187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,1.0,0.0,2.0
1.0,0.0,11.0,2.0,3.0,4.0,2.0,5.0,12.0,2.0,1.0,13.0,1.0,2.0,1.0,1.0,3.0,87.0,-2.0,-1.0,12.51875225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,-1.0,1.0,0.0,2.0
1.0,0.0,11.0,1.0,3.0,5.0,2.0,5.0,12.0,0.0,1.0,13.0,1.0,2.0,1.0,1.0,3.0,129.0,0.0,0.0,15.13271153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,2.0
1.0,1.0,11.0,2.0,4.0,4.0,3.0,4.0,11.0,2.0,1.0,13.0,1.0,0.0,1.0,1.0,4.0,103.0,-2.0,-1.0,14.24224184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,-1.0,1.0,0.0,2.0
1.0,0.0,11.0,2.0,3.0,4.0,2.0,5.0,12.0,0.0,1.0,13.0,1.0,2.0,1.0,1.0,3.0,93.0,0.0,0.0,13.11119498,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,2.0
1.0,1.0,11.0,1.0,3.0,5.0,2.0,6.0,11.0,0.0,1.0,13.0,1.0,0.0,0.0,0.0,0.0,121.0,0.0,0.0,14.87439687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,1.0
1.0,1.0,11.0,2.0,4.0,4.0,3.0,4.0,11.0,-2.0,1.0,13.0,2.0,0.0,1.0,1.0,4.0,135.0,2.0,1.0,16.60859721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,1.0,0.0,2.0
1.0,1.0,11.0,1.0,4.0,4.0,3.0,4.0,11.0,0.0,1.0,13.0,2.0,0.0,1.0,1.0,4.0,93.0,0.0,0.0,13.40012185,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1.0,0.0,2.0
1.0,0.0,11.0,2.0,3.0,4.0,2.0,5.0,12.0,0.0,1.0,13.0,1.0,2.0,1.0,1.0,3.0,97.0,0.0,0.0,13.47165434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,2.0
1.0,0.0,11.0,2.0,3.0,4.0,2.0,5.0,12.0,-2.0,1.0,13.0,1.0,2.0,1.0,1.0,3.0,103.0,2.0,1.0,13.67450033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,1.0,0.0,2.0
1.0,1.0,11.0,2.0,4.0,5.0,3.0,4.0,11.0,0.0,1.0,13.0,2.0,0.0,1.0,1.0,1.0,125.0,0.0,0.0,16.34297559,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1.0,0.0,2.0
1.0,0.0,11.0,2.0,3.0,5.0,2.0,5.0,12.0,-4.0,1.0,13.0,1.0,2.0,2.0,2.0,3.0,117.0,4.0,2.0,14.59696676,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,1.0,0.0,4.0
