10_20	aaaabAbcBDcD	t^-8q^18 + 2t^-7q^16 + 3t^-6q^14 + 4t^-5q^12 + 5t^-4q^10 + 6t^-3q^8 + 5t^-2q^6 + 4t^-1q^4 + 3t^0q^2 + t^1q^0 + t^2q^-2
10_21	aabAbbbbCbC	t^-8q^20 + 2t^-7q^18 + 3t^-6q^16 + 6t^-5q^14 + 7t^-4q^12 + 7t^-3q^10 + 7t^-2q^8 + 5t^-1q^6 + 4t^0q^4 + 2t^1q^2 + t^2q^0
10_22	aaaabACbCCC	t^-6q^12 + 2t^-5q^10 + 4t^-4q^8 + 6t^-3q^6 + 7t^-2q^4 + 8t^-1q^2 + 8t^0q^0 + 6t^1q^-2 + 4t^2q^-4 + 2t^3q^-6 + t^4q^-8
10_23	aaBaBBBBCbC	t^-3q^4 + 3t^-2q^2 + 5t^-1q^0 + 8t^0q^-2 + 9t^1q^-4 + 10t^2q^-6 + 9t^3q^-8 + 7t^4q^-10 + 4t^5q^-12 + 2t^6q^-14 + t^7q^-16
10_24	aabAbbbcBDcD	t^-8q^18 + 2t^-7q^16 + 4t^-6q^14 + 7t^-5q^12 + 8t^-4q^10 + 9t^-3q^8 + 9t^-2q^6 + 7t^-1q^4 + 5t^0q^2 + 2t^1q^0 + t^2q^-2
10_25	aaaabAbbCbC	t^-8q^20 + 3t^-7q^18 + 6t^-6q^16 + 9t^-5q^14 + 10t^-4q^12 + 11t^-3q^10 + 10t^-2q^8 + 7t^-1q^6 + 5t^0q^4 + 2t^1q^2 + t^2q^0
10_26	AAAbAbbbcBc	t^-6q^12 + 2t^-5q^10 + 4t^-4q^8 + 7t^-3q^6 + 9t^-2q^4 + 10t^-1q^2 + 10t^0q^0 + 8t^1q^-2 + 6t^2q^-4 + 3t^3q^-6 + t^4q^-8
10_27	AAAABaBcBcc	t^-3q^4 + 3t^-2q^2 + 5t^-1q^0 + 9t^0q^-2 + 11t^1q^-4 + 12t^2q^-6 + 11t^3q^-8 + 9t^4q^-10 + 6t^5q^-12 + 3t^6q^-14 + t^7q^-16
10_28	AABaBBCbdCdd	t^-3q^6 + 3t^-2q^4 + 5t^-1q^2 + 7t^0q^0 + 8t^1q^-2 + 9t^2q^-4 + 7t^3q^-6 + 6t^4q^-8 + 4t^5q^-10 + 2t^6q^-12 + t^7q^-14
10_29	aaaBacBDcD	t^-6q^14 + 3t^-5q^12 + 6t^-4q^10 + 8t^-3q^8 + 10t^-2q^6 + 11t^-1q^4 + 9t^0q^2 + 7t^1q^0 + 5t^2q^-2 + 2t^3q^-4 + t^4q^-6
10_30	aabAbbcBcDcD	t^-8q^18 + 3t^-7q^16 + 5t^-6q^14 + 8t^-5q^12 + 10t^-4q^10 + 11t^-3q^8 + 11t^-2q^6 + 8t^-1q^4 + 6t^0q^2 + 3t^1q^0 + t^2q^-2
10_31	aaabACbCCDcD	t^-5q^10 + 3t^-4q^8 + 5t^-3q^6 + 7t^-2q^4 + 9t^-1q^2 + 10t^0q^0 + 8t^1q^-2 + 7t^2q^-4 + 4t^3q^-6 + 2t^4q^-8 + t^5q^-10
10_32	AAAbAbbcBcc	t^-6q^12 + 3t^-5q^10 + 5t^-4q^8 + 8t^-3q^6 + 11t^-2q^4 + 11t^-1q^2 + 11t^0q^0 + 9t^1q^-2 + 6t^2q^-4 + 3t^3q^-6 + t^4q^-8
10_33	aabAbCbCCDcD	t^-5q^10 + 3t^-4q^8 + 5t^-3q^6 + 8t^-2q^4 + 10t^-1q^2 + 11t^0q^0 + 10t^1q^-2 + 8t^2q^-4 + 5t^3q^-6 + 3t^4q^-8 + t^5q^-10
10_34	AAABaBCbdCdd	t^-3q^6 + 2t^-2q^4 + 3t^-1q^2 + 5t^0q^0 + 5t^1q^-2 + 6t^2q^-4 + 5t^3q^-6 + 4t^4q^-8 + 3t^5q^-10 + 2t^6q^-12 + t^7q^-14
